Type,Method,Regionname,Rooms,Bathroom,Car,Distance,Distance_2,YearBuilt,YearBuilt_2,YearBuilt_3,Propertycount,Log_landsize,Log_buildingarea,CPI,SC_Distance,Jan_h,Feb_t,Log_price
t,PI,Northern Metropolitan,3,2,1,5.2,27.040000000000003,2000,4000000,589934592,11918,4.709530201312334,4.77912349311153,1.004,5.958655348046262,0,0,13.369225017834633
h,S,Northern Metropolitan,4,2,2,5.2,27.040000000000003,1958,3833764,1083424680,11918,6.489204931325317,5.337538079701318,1.004,6.077589571923631,0,0,14.444119750719839
h,S,Northern Metropolitan,3,1,1,5.2,27.040000000000003,1925,3705625,1456606467,11918,5.840641657373398,6.948897222313312,1.004,6.614220706336925,0,0,13.867154740783278
t,PI,Northern Metropolitan,3,1,1,5.2,27.040000000000003,2012,4048144,445068864,11918,4.02535169073515,4.718498871295094,1.004,7.187131890489564,0,0,13.465954500233115
h,PI,Northern Metropolitan,4,2,1,5.2,27.040000000000003,1916,3671056,1556191296,11918,6.133398042996649,5.3706380281276624,1.004,7.135275564235706,0,0,14.159100971573958
h,S,Northern Metropolitan,3,1,1,5.2,27.040000000000003,1900,3610000,1730934592,11918,5.849324779946859,4.844187086458591,1.004,6.416427399478011,0,0,14.253766134056512
h,PI,Northern Metropolitan,3,2,1,5.2,27.040000000000003,2010,4040100,469333592,11918,8.450412157725886,4.812184355372417,1.004,6.579290286768263,0,0,13.51440681653079
u,S,Northern Metropolitan,2,1,2,5.2,27.040000000000003,2002,4008004,565910584,11918,0.0,4.499809670330265,1.004,6.00761738553988,0,0,13.292107839753712
u,S,Northern Metropolitan,1,1,1,5.2,27.040000000000003,1965,3861225,1002627467,11918,0.0,4.007333185232471,1.004,5.231516703405549,0,0,12.821260987319457
h,S,Northern Metropolitan,2,1,1,5.2,27.040000000000003,1880,3534400,1945262592,11918,5.298317366548036,4.795790545596741,1.004,7.200889837770071,0,0,13.547632419997361
h,S,Northern Metropolitan,2,1,1,5.9,34.81,1910,3648100,1622063592,7082,5.181783550292085,4.477336814478207,1.004,7.287341976409718,0,0,13.47442911525415
u,S,Northern Metropolitan,1,1,1,5.9,34.81,1970,3880900,944561592,7082,0.0,3.784189633918261,1.004,6.732363196789118,0,0,12.676079399771027
u,S,Northern Metropolitan,1,1,1,5.9,34.81,1970,3880900,944561592,7082,0.0,3.7612001156935624,1.004,5.22871959623088,0,0,12.706850963741102
u,VB,Northern Metropolitan,2,1,1,5.9,34.81,1970,3880900,944561592,7082,0.0,4.189654742026425,1.004,6.463133938069392,0,0,12.821260987319457
u,S,Northern Metropolitan,2,1,1,5.9,34.81,1950,3802500,1175059592,7082,0.0,4.189654742026425,1.004,8.369901474219578,0,0,13.089842251812337
t,S,Northern Metropolitan,3,1,2,5.9,34.81,1999,3996001,601928593,7082,5.062595033026967,4.820281565605037,1.004,6.551161353785343,0,0,13.610944619216111
h,VB,Northern Metropolitan,4,1,2,5.9,34.81,1910,3648100,1622063592,7082,6.253828811575473,5.135798437050262,1.004,5.31894192810947,0,0,13.955273369904273
u,S,Northern Metropolitan,2,1,1,5.9,34.81,1977,3908529,862772759,7082,0.0,4.442651256490317,1.004,6.975957229186362,0,0,13.116347317149176
h,PI,Eastern Metropolitan,3,2,2,11.8,139.24,1960,3841600,1060398592,4480,6.244166900663736,5.25227342804663,1.004,18.13854750324589,0,0,13.68767832281738
t,PI,Eastern Metropolitan,3,2,2,11.8,139.24,2013,4052169,432918395,4480,6.450470422144176,5.424950017481403,1.004,17.226889278769946,0,0,13.790193775620484
h,PI,Eastern Metropolitan,3,2,1,11.8,139.24,1950,3802500,1175059592,4480,6.373319789577012,5.198497031265826,1.004,18.344213122559438,0,0,13.805461232211272
h,VB,Eastern Metropolitan,4,2,3,11.8,139.24,1970,3880900,944561592,4480,6.511745329644728,5.3612921657094255,1.004,17.50917922717122,0,0,13.815511557963774
h,S,Southern Metropolitan,3,1,1,11.7,136.89,1970,3880900,944561592,5678,6.837332814685591,4.983606621708336,1.004,18.609210545671587,0,0,14.377979984682511
h,S,Southern Metropolitan,3,1,1,11.7,136.89,1950,3802500,1175059592,5678,6.504288173536645,4.919980925828125,1.004,17.14753639524727,0,0,14.077875591662238
h,S,Southern Metropolitan,3,1,1,11.7,136.89,1950,3802500,1175059592,5678,6.668228248417403,4.718498871295094,1.004,18.4690554033772,0,0,13.963931425151141
h,S,Southern Metropolitan,2,1,1,11.7,136.89,1965,3861225,1002627467,5678,5.6240175061873385,4.532599493153256,1.004,15.687756987817812,0,0,13.358227280903897
h,S,Southern Metropolitan,2,1,2,11.7,136.89,1950,3802500,1175059592,5678,6.386879319362645,4.418840607796598,1.004,16.30554415983009,0,0,14.115615891155079
t,S,Southern Metropolitan,4,2,2,11.7,136.89,2005,4020025,529784467,5678,5.991464547107982,5.3612921657094255,1.004,18.26741880241076,0,0,14.054528245836039
t,VB,Southern Metropolitan,4,3,2,11.7,136.89,2013,4052169,432918395,5678,5.945420608606575,5.176149732573829,1.004,16.357915484267696,0,0,13.710151153416941
h,S,Southern Metropolitan,4,2,3,11.7,136.89,1970,3880900,944561592,5678,6.606650186198215,5.209486152841421,1.004,19.59402381575538,0,0,14.159100971573958
u,PI,Southern Metropolitan,4,2,1,11.7,136.89,1950,3802500,1175059592,5678,0.0,5.017279836814924,1.004,17.32101174252299,0,0,13.592368256649284
u,S,Southern Metropolitan,2,1,1,7.8,60.839999999999996,1960,3841600,1060398592,8920,7.010311867307229,4.23410650459726,1.004,10.97822458519008,0,0,13.329379172803593
h,S,Southern Metropolitan,3,2,2,7.8,60.839999999999996,1960,3841600,1060398592,8920,6.561030665896573,5.10594547390058,1.004,12.560014026186574,0,0,14.50213702480509
u,S,Southern Metropolitan,2,1,1,7.8,60.839999999999996,1970,3880900,944561592,8920,4.990432586778736,4.465908118654584,1.004,12.204595028732193,0,0,13.434251602680698
h,PI,Southern Metropolitan,3,2,1,7.8,60.839999999999996,1950,3802500,1175059592,8920,6.656726524178391,5.043425116919247,1.004,15.353374509723489,0,0,14.340239678615058
u,VB,Southern Metropolitan,2,1,1,7.8,60.839999999999996,2011,4044121,457207261,8920,0.0,4.04305126783455,1.004,15.29540264764368,0,0,12.971542813248437
u,PI,Southern Metropolitan,3,1,1,7.8,60.839999999999996,1960,3841600,1060398592,8920,0.0,4.499809670330265,1.004,10.149599356574152,0,0,13.28957298843418
h,S,Southern Metropolitan,3,2,2,7.8,60.839999999999996,2009,4036081,481447863,8920,6.48768401848461,5.420534999272286,1.004,13.908410453267585,0,0,14.626441218624949
h,PI,Southern Metropolitan,2,1,1,7.8,60.839999999999996,1930,3724900,1400877592,8920,6.052089168924417,4.564348191467836,1.004,13.807906018907278,0,0,13.704580114574805
h,SP,Southern Metropolitan,3,2,0,7.8,60.839999999999996,1920,3686400,1512046592,8920,6.371611847231857,5.365976015021851,1.004,12.651451112472564,0,0,14.403297778421795
u,S,Southern Metropolitan,2,1,1,7.8,60.839999999999996,1960,3841600,1060398592,8920,4.430816798843313,4.406719247264253,1.004,11.620341672955423,0,0,13.410546824147012
h,SP,Southern Metropolitan,5,4,2,7.8,60.839999999999996,2009,4036081,481447863,8920,6.60934924316738,6.0112671744041615,1.004,12.425934897219658,0,0,15.015475642097446
h,PI,Southern Metropolitan,5,3,2,7.8,60.839999999999996,1980,3920400,827542592,8920,6.403574197934815,5.645446897643238,1.004,13.031575516757698,0,0,14.56928283092878
h,S,Southern Metropolitan,4,2,2,7.8,60.839999999999996,1960,3841600,1060398592,8920,6.532334292222349,5.351858133476067,1.004,12.571120636012479,0,0,14.523546843628687
h,PI,Southern Metropolitan,4,3,1,7.8,60.839999999999996,1912,3655744,1600152064,8920,0.0,5.552959584921617,1.004,11.42766739202085,0,0,14.827111833279051
u,S,Southern Metropolitan,2,1,1,9.0,81.0,1960,3841600,1060398592,3265,4.709530201312334,4.430816798843313,1.004,12.287215094254726,0,0,13.629182184591333
h,S,Northern Metropolitan,4,2,2,3.2,10.240000000000002,1890,3572100,1838665592,3106,6.22455842927536,5.1298987149230735,1.004,5.899786950531156,0,0,14.739769856312924
h,S,Northern Metropolitan,4,2,2,3.2,10.240000000000002,1900,3610000,1730934592,3106,5.337538079701318,5.093750200806762,1.004,6.148197333097077,0,0,14.48334044336031
u,S,Northern Metropolitan,2,1,1,3.2,10.240000000000002,1975,3900625,886200217,3106,0.0,4.343805421853684,1.004,4.63643847515351,0,0,13.25339339419516
u,S,Southern Metropolitan,2,1,2,11.4,129.96,1973,3892729,909580275,7822,0.0,4.61512051684126,1.004,17.49931228923461,0,0,13.556741124342862
h,S,Southern Metropolitan,4,2,2,11.4,129.96,1925,3705625,1456606467,7822,6.331501849893691,5.3230099791384085,1.004,18.050913890326292,0,0,14.224968351352379
t,PI,Southern Metropolitan,3,2,1,11.4,129.96,1990,3960100,709335592,7822,0.0,4.68213122712422,1.004,18.55192558446768,0,0,13.42246945133505
u,SP,Southern Metropolitan,2,1,2,11.4,129.96,2009,4036081,481447863,7822,0.0,4.219507705176107,1.004,17.20943214550308,0,0,13.171155446333852
u,S,Southern Metropolitan,1,1,1,11.4,129.96,1960,3841600,1060398592,7822,0.0,3.9318256327243257,1.004,17.198056519148032,0,0,12.577639650232573
u,VB,Southern Metropolitan,2,1,1,11.4,129.96,1970,3880900,944561592,7822,0.0,4.2626798770413155,1.004,18.45497463757833,0,0,12.793862088206213
h,S,Southern Metropolitan,2,1,2,11.4,129.96,1930,3724900,1400877592,7822,5.703782474656201,4.7535901911063645,1.004,17.580282515401116,0,0,13.782471737477271
u,S,Southern Metropolitan,1,1,1,11.4,129.96,1970,3880900,944561592,7822,0.0,3.5263605246161616,1.004,16.662466459280857,0,0,12.706850963741102
h,S,Southern Metropolitan,4,2,1,11.4,129.96,1970,3880900,944561592,7822,6.395261598115449,5.308267697401205,1.004,18.80004582410249,0,0,14.221642776837895
t,PI,Southern Metropolitan,3,2,2,11.4,129.96,2005,4020025,529784467,7822,5.786897381366708,5.4116460518550396,1.004,17.276380461990207,0,0,13.785052381406869
h,S,Southern Metropolitan,2,1,1,11.4,129.96,2002,4008004,565910584,7822,5.356586274672012,4.634728988229636,1.004,16.88623774548426,0,0,13.614007404994387
h,PI,Southern Metropolitan,4,2,2,11.4,129.96,1938,3755844,1311108920,7822,6.324358962381311,5.303304908059076,1.004,17.24872499223555,0,0,14.187074804051692
t,S,Southern Metropolitan,2,1,1,11.4,129.96,1994,3976036,661718808,7822,5.0689042022202315,4.672828834461906,1.004,16.526168807511112,0,0,13.658857917508856
h,S,Southern Metropolitan,2,1,1,11.4,129.96,1968,3873024,967823360,7822,0.0,4.51085950651685,1.004,18.41386450839392,0,0,13.42246945133505
u,S,Southern Metropolitan,2,1,1,11.4,129.96,1970,3880900,944561592,7822,4.6443908991413725,4.418840607796598,1.004,16.72402277370775,0,0,13.393917592315308
h,S,Southern Metropolitan,2,1,1,11.4,129.96,1930,3724900,1400877592,7822,5.579729825986222,4.709530201312334,1.004,16.641609507875145,0,0,13.742940940397677
u,S,Southern Metropolitan,2,1,1,11.4,129.96,1970,3880900,944561592,7822,0.0,4.174387269895637,1.004,16.208469903419957,0,0,12.936036208848487
u,S,Southern Metropolitan,2,1,1,11.4,129.96,1975,3900625,886200217,7822,5.1647859739235145,4.394449154672439,1.004,18.42552421020016,0,0,13.384729180332174
h,S,Southern Metropolitan,3,2,2,11.4,129.96,1945,3783025,1231950967,7822,6.403574197934815,5.117993812416755,1.004,18.46907065529036,0,0,14.173185701536545
h,PI,Southern Metropolitan,3,1,1,11.4,129.96,1925,3705625,1456606467,7822,6.405228458030842,4.795790545596741,1.004,17.78488510171852,0,0,13.933294482509151
u,S,Southern Metropolitan,2,1,1,11.4,129.96,1970,3880900,944561592,7822,4.6913478822291435,4.219507705176107,1.004,18.159402639395157,0,0,13.279368835614243
u,S,Southern Metropolitan,2,1,1,11.4,129.96,1970,3880900,944561592,7822,0.0,4.290459441148391,1.004,18.263919762368417,0,0,13.017005083966255
t,S,Southern Metropolitan,3,1,2,11.4,129.96,1978,3912484,851041240,7822,5.627621113690637,4.912654885736052,1.004,18.46062216048369,0,0,13.664688831019712
h,S,Southern Metropolitan,4,3,2,11.4,129.96,2000,4000000,589934592,7822,6.12029741895095,5.62040086571715,1.004,17.285123197736286,0,0,14.232904895699024
u,S,Southern Metropolitan,2,1,1,11.4,129.96,1965,3861225,1002627467,7822,4.605170185988092,4.59511985013459,1.004,17.789320785987094,0,0,13.35743708061023
u,S,Southern Metropolitan,2,1,1,11.4,129.96,1980,3920400,827542592,7822,0.0,4.110873864173311,1.004,18.04933331815257,0,0,12.983103608918753
u,VB,Southern Metropolitan,2,1,1,8.1,65.61,2011,4044121,457207261,6923,0.0,4.219507705176107,1.004,9.99045907348943,0,0,13.217675375388819
h,S,Southern Metropolitan,4,2,2,9.3,86.49000000000001,2008,4032064,493550080,5051,6.3561076606958915,5.54907608489522,1.004,15.380724349314882,0,0,14.389029814607554
h,S,Southern Metropolitan,2,1,1,9.3,86.49000000000001,1930,3724900,1400877592,5051,5.908082938168931,4.454347296253507,1.004,15.288880334804798,0,0,13.623139877437296
h,S,Southern Metropolitan,2,2,2,9.3,86.49000000000001,2016,4064256,396394496,5051,6.142037405587356,5.60947179518496,1.004,14.095263856110417,0,0,14.048209114476009
h,S,Southern Metropolitan,4,2,2,9.3,86.49000000000001,1970,3880900,944561592,5051,6.464588303689961,5.375278407684165,1.004,16.43414246803327,0,0,14.266586814266963
h,S,Southern Metropolitan,4,2,2,9.3,86.49000000000001,1910,3648100,1622063592,5051,6.447305862541213,5.327876168789581,1.004,13.32422169400651,0,0,14.465750759433474
h,VB,Southern Metropolitan,4,3,2,13.6,184.95999999999998,2014,4056196,420755848,3582,5.666426688112432,5.0689042022202315,1.004,20.24238856306683,0,0,13.698977865303197
u,S,Southern Metropolitan,3,2,1,13.6,184.95999999999998,2006,4024036,517718376,3582,5.41610040220442,4.553876891600541,1.004,19.569335047587987,0,0,13.45883704259595
h,S,Southern Metropolitan,4,2,1,13.6,184.95999999999998,1950,3802500,1175059592,3582,6.9411900550683745,5.10594547390058,1.004,19.92920624708149,0,0,14.162994089997989
t,S,Southern Metropolitan,3,2,1,13.6,184.95999999999998,2012,4048144,445068864,3582,5.181783550292085,4.718498871295094,1.004,20.418732861878865,0,0,13.647093089770562
h,S,Northern Metropolitan,2,1,1,3.4,11.559999999999999,1880,3534400,1945262592,2954,5.049856007249537,4.454347296253507,1.004,6.231244886378583,0,0,13.567050480716235
u,S,Northern Metropolitan,2,2,2,3.4,11.559999999999999,2005,4020025,529784467,2954,0.0,4.919980925828125,1.004,6.733872225775233,0,0,13.693908865509865
h,S,Northern Metropolitan,3,1,0,3.4,11.559999999999999,1880,3534400,1945262592,2954,4.77912349311153,4.77912349311153,1.004,5.813486678845232,0,0,14.122995993006082
h,PI,Northern Metropolitan,3,1,2,7.8,60.839999999999996,2005,4020025,529784467,11204,4.962844630259907,4.820281565605037,1.004,10.683451570391535,0,0,13.42246945133505
h,PI,Northern Metropolitan,4,1,1,7.8,60.839999999999996,1910,3648100,1622063592,11204,6.285998094508865,5.10594547390058,1.004,8.126378373914214,0,0,11.884495917930655
h,S,Northern Metropolitan,3,1,1,7.8,60.839999999999996,1915,3667225,1567198717,11204,5.648974238161206,4.700480365792417,1.004,9.003931224361592,0,0,13.664688831019712
h,S,Northern Metropolitan,2,1,1,7.8,60.839999999999996,1890,3572100,1838665592,11204,5.14166355650266,4.624972813284271,1.004,8.209468786063045,0,0,13.767371231953732
h,SP,Northern Metropolitan,2,1,1,7.8,60.839999999999996,1900,3610000,1730934592,11204,5.638354669333745,4.543294782270004,1.004,8.450674202569726,0,0,13.507627138738266
h,S,Northern Metropolitan,3,2,1,7.8,60.839999999999996,1994,3976036,661718808,11204,4.68213122712422,4.709530201312334,1.004,8.30280592865552,0,0,13.545014620881725
h,S,Northern Metropolitan,4,1,1,7.8,60.839999999999996,1925,3705625,1456606467,11204,6.115892125483034,4.836281906951478,1.004,7.734863862170211,0,0,13.670485941982712
u,VB,Northern Metropolitan,2,2,1,7.8,60.839999999999996,1880,3534400,1945262592,11204,0.0,4.574710978503383,1.004,10.595264112819601,0,0,13.091906231773164
h,S,Northern Metropolitan,4,1,1,7.8,60.839999999999996,1970,3880900,944561592,11204,6.75343791859778,5.247024072160486,1.004,8.760237992334082,0,0,14.151983508870947
h,PI,Northern Metropolitan,3,1,2,7.8,60.839999999999996,1920,3686400,1512046592,11204,6.137727054086234,4.290459441148391,1.004,8.608695066520195,0,0,13.429849547739444
h,S,Northern Metropolitan,3,1,2,7.8,60.839999999999996,1920,3686400,1512046592,11204,6.359573868672378,4.882801922586371,1.004,10.20514480532752,0,0,13.623139877437296
h,S,Northern Metropolitan,3,1,0,7.8,60.839999999999996,1900,3610000,1730934592,11204,5.476463551931511,4.882801922586371,1.004,7.899900944061857,0,0,13.493928313146206
h,VB,Northern Metropolitan,4,3,1,7.8,60.839999999999996,1900,3610000,1730934592,11204,6.246106765481563,5.521460917862246,1.004,9.276054428595131,0,0,14.038654909278163
u,S,Northern Metropolitan,2,1,2,7.8,60.839999999999996,1970,3880900,944561592,11204,0.0,4.2626798770413155,1.004,8.587564472627651,0,0,13.151924121391561
h,S,Northern Metropolitan,2,1,1,7.8,60.839999999999996,1975,3900625,886200217,11204,6.2166061010848646,4.248495242049359,1.004,8.03873277129633,0,0,13.064736383209516
h,S,Northern Metropolitan,2,1,1,7.8,60.839999999999996,1940,3763600,1288550592,11204,6.302618975744905,4.68213122712422,1.004,8.703604491489205,0,0,13.711261646467772
h,S,Northern Metropolitan,3,1,1,7.8,60.839999999999996,1930,3724900,1400877592,11204,6.335054251498059,4.875197323201151,1.004,9.888527603721016,0,0,14.130322027731049
h,VB,Northern Metropolitan,2,1,2,7.8,60.839999999999996,1925,3705625,1456606467,11204,5.945420608606575,4.532599493153256,1.004,8.80831567679822,0,0,13.45883704259595
t,S,Northern Metropolitan,3,2,1,7.8,60.839999999999996,2010,4040100,469333592,11204,5.365976015021851,4.882801922586371,1.004,8.521109451972956,0,0,13.60479076121576
h,S,Northern Metropolitan,4,1,1,7.8,60.839999999999996,1960,3841600,1060398592,11204,6.3578422665081,4.997212273764115,1.004,10.010228324001453,0,0,13.63877457278093
h,PI,Northern Metropolitan,4,1,2,7.8,60.839999999999996,1990,3960100,709335592,11204,6.452048954437226,5.10594547390058,1.004,7.457142351776489,0,0,13.955273369904273
h,SP,Northern Metropolitan,4,1,1,7.8,60.839999999999996,1920,3686400,1512046592,11204,6.023447592961033,5.081404364984463,1.004,10.461485750607308,0,0,13.744015630372484
h,S,Northern Metropolitan,3,1,2,9.2,84.63999999999999,1950,3802500,1175059592,3445,6.338594078203183,4.7535901911063645,1.004,11.432734395677189,0,0,13.66932920519293
h,S,Northern Metropolitan,3,1,4,9.2,84.63999999999999,1950,3802500,1175059592,3445,6.212606095751519,4.584967478670572,1.004,12.245444969403833,0,0,13.364526504411781
h,S,Northern Metropolitan,4,2,2,9.2,84.63999999999999,2013,4052169,432918395,3445,5.700443573390687,5.44673737166631,1.004,12.438675046461894,0,0,13.76421831620775
t,S,Northern Metropolitan,3,2,1,1.6,2.5600000000000005,1995,3980025,649784717,4553,4.418840607796598,4.418840607796598,1.004,5.500348234072418,0,0,13.707369513550079
h,S,Northern Metropolitan,2,1,1,1.6,2.5600000000000005,1920,3686400,1512046592,4553,5.645446897643238,4.727387818712341,1.004,5.32124462259496,0,0,14.05058347065728
h,S,Northern Metropolitan,3,1,0,1.6,2.5600000000000005,1880,3534400,1945262592,4553,5.214935757608986,4.653960350157523,1.004,5.6625287249384755,0,0,13.887832149776026
t,S,Northern Metropolitan,3,2,1,1.6,2.5600000000000005,2000,4000000,589934592,4553,4.406719247264253,4.418840607796598,1.004,5.509134832800509,0,0,13.696164927091637
